id, availability, condition, description, image_link, link, title, price, gtin, mpn, brand, address, neighborhood, availability_radius, product_type, ios_url, ios_app_store_id, ios_app_name, iphone_url, iphone_app_store_id, iphone_app_name, ipad_app_store_id, ipad_app_name, android_url, android_package, android_app_name, windows_phone_url, windows_phone_app_id, windows_phone_app_name, custom_label_0
"f3ae9f74-3e2e-44c2-82ab-ed085623d84b","in stock","new","Pastelmar","https://d1jgln4w9al398.cloudfront.net/imagens/ce/logosgde/pastelmar_PASTELMAR.jpg","https://www.ifood.com.ar/delivery/mar-del-plata-ba/pastelmar-general-pueyrredon","Pastelmar","1",,,"iFood","{""latitude"":""-37.998405"", ""longitude"":""-57.555805""}",GENERAL PUEYRREDON,"2","Empanadas","ifood://restaurant/f3ae9f74-3e2e-44c2-82ab-ed085623d84b","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/f3ae9f74-3e2e-44c2-82ab-ed085623d84b","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"66ca40ba-0a73-4c36-a063-378ad71aa8c6","in stock","new","Helados Tio Andino (constitución)","https://static.ifood.com.br/imagens/ce/marketing-automation/images/helados/helados_copia_3.png","https://www.ifood.com.ar/delivery/mar-del-plata-ba/helados-tio-andino-constitucion-general-pueyrredon","Helados Tio Andino (constitución)","1",,,"iFood","{""latitude"":""-37.957538"", ""longitude"":""-57.569591""}",GENERAL PUEYRREDON,"2","Helados","ifood://restaurant/66ca40ba-0a73-4c36-a063-378ad71aa8c6","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/66ca40ba-0a73-4c36-a063-378ad71aa8c6","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"baf033a3-1994-4b9a-91d7-1decf1b146ca","in stock","new","Nagumi Sushi","https://d1jgln4w9al398.cloudfront.net/imagens/ce/logosgde/15NagumiSushi_NAGUMISUSHI.png","https://www.ifood.com.ar/delivery/mar-del-plata-ba/nagumi-sushi-general-pueyrredon","Nagumi Sushi","1",,,"iFood","{""latitude"":""-37.987084"", ""longitude"":""-57.555413""}",GENERAL PUEYRREDON,"2","Sushi","ifood://restaurant/baf033a3-1994-4b9a-91d7-1decf1b146ca","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/baf033a3-1994-4b9a-91d7-1decf1b146ca","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"a3db9953-bce1-4c94-8c55-dca02db3c8ae","in stock","new","Montecatini (colon)","https://d1jgln4w9al398.cloudfront.net/imagens/ce/logosgde/Montecatini+L_MONTE_COLON.jpg","https://www.ifood.com.ar/delivery/mar-del-plata-ba/montecatini-colon-general-pueyrredon","Montecatini (colon)","1",,,"iFood","{""latitude"":""-37.965374"", ""longitude"":""-57.625472""}",GENERAL PUEYRREDON,"2","Pastas","ifood://restaurant/a3db9953-bce1-4c94-8c55-dca02db3c8ae","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/a3db9953-bce1-4c94-8c55-dca02db3c8ae","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"e2c58a54-79e9-4dc2-a72c-51cb97c6b883","in stock","new","Montecatini (la Rioja)","https://d1jgln4w9al398.cloudfront.net/imagens/ce/logosgde/Montecatini+L_MONTE_RIOJA.jpg","https://www.ifood.com.ar/delivery/mar-del-plata-ba/montecatini-la-rioja-general-pueyrredon","Montecatini (la Rioja)","1",,,"iFood","{""latitude"":""-37.995648"", ""longitude"":""-57.54946""}",GENERAL PUEYRREDON,"2","Pastas","ifood://restaurant/e2c58a54-79e9-4dc2-a72c-51cb97c6b883","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/e2c58a54-79e9-4dc2-a72c-51cb97c6b883","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"ce73b12b-ace5-436d-9cbc-1e99641d5ace","in stock","new","Tomasa Pizzeria","https://static.ifood.com.br/imagens/ce/marketing-automation/images/pizzas/pizza_copia_5.png","https://www.ifood.com.ar/delivery/mar-del-plata-ba/tomasa-pizzeria-general-pueyrredon","Tomasa Pizzeria","1",,,"iFood","{""latitude"":""-37.969191"", ""longitude"":""-57.546509""}",GENERAL PUEYRREDON,"2","Pizzas","ifood://restaurant/ce73b12b-ace5-436d-9cbc-1e99641d5ace","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/ce73b12b-ace5-436d-9cbc-1e99641d5ace","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"4daa02f1-95c5-42a4-9a41-f84332be6fcd","in stock","new","Helados Tio Andino (centro)","https://static.ifood.com.br/imagens/ce/marketing-automation/images/helados/helados.png","https://www.ifood.com.ar/delivery/mar-del-plata-ba/helados-tio-andino-centro-general-pueyrredon","Helados Tio Andino (centro)","1",,,"iFood","{""latitude"":""-38.003772"", ""longitude"":""-57.549992""}",GENERAL PUEYRREDON,"2","Helados","ifood://restaurant/4daa02f1-95c5-42a4-9a41-f84332be6fcd","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/4daa02f1-95c5-42a4-9a41-f84332be6fcd","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"1322cb29-7687-4bbe-a0a7-e99493bcf41f","in stock","new","Sr Chelo","https://static.ifood.com.br/imagens/ce/marketing-automation/images/pizzas/pizza_copia.png","https://www.ifood.com.ar/delivery/mar-del-plata-ba/sr-chelo-general-pueyrredon","Sr Chelo","1",,,"iFood","{""latitude"":""-38.013258"", ""longitude"":""-57.555224""}",GENERAL PUEYRREDON,"2","Pizzas","ifood://restaurant/1322cb29-7687-4bbe-a0a7-e99493bcf41f","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/1322cb29-7687-4bbe-a0a7-e99493bcf41f","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"b69a998d-fb6f-471a-a8ae-ada4155b323d","in stock","new","Pasta Sana","https://d1jgln4w9al398.cloudfront.net/imagens/ce/logosgde/Pasta+Sana+Lo_PASTASSANA.jpg","https://www.ifood.com.ar/delivery/mar-del-plata-ba/pasta-sana-general-pueyrredon","Pasta Sana","1",,,"iFood","{""latitude"":""-38.015054"", ""longitude"":""-57.551086""}",GENERAL PUEYRREDON,"2","Pastas","ifood://restaurant/b69a998d-fb6f-471a-a8ae-ada4155b323d","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/b69a998d-fb6f-471a-a8ae-ada4155b323d","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"9176a774-dbf1-4ec2-b922-14e86013e314","in stock","new","La Tarteria (la Perla)","https://d1jgln4w9al398.cloudfront.net/imagens/ce/logosgde/Logo+La+tarte_LATAR_PERLA.png","https://www.ifood.com.ar/delivery/mar-del-plata-ba/la-tarteria-la-perla-general-pueyrredon","La Tarteria (la Perla)","1",,,"iFood","{""latitude"":""-37.970416"", ""longitude"":""-57.557423""}",GENERAL PUEYRREDON,"2","Tartas","ifood://restaurant/9176a774-dbf1-4ec2-b922-14e86013e314","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/9176a774-dbf1-4ec2-b922-14e86013e314","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"98370062-78fa-4253-9274-318a4a4eb103","in stock","new","Sandwichería Del Viajero","https://static.ifood.com.br/imagens/ce/marketing-automation/images/sandwiches/sandwich_y_tortas_copia_2.png","https://www.ifood.com.ar/delivery/mar-del-plata-ba/sandwicheria-del-viajero-general-pueyrredon","Sandwichería Del Viajero","1",,,"iFood","{""latitude"":""-37.993547"", ""longitude"":""-57.547603""}",GENERAL PUEYRREDON,"2","Sandwiches","ifood://restaurant/98370062-78fa-4253-9274-318a4a4eb103","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/98370062-78fa-4253-9274-318a4a4eb103","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
"ad0bbe56-1213-4520-9a09-87d679f8e6d2","in stock","new","Che Picadas","https://d1jgln4w9al398.cloudfront.net/imagens/ce/logosgde/che-picadas-l_CHEPICADAS.png","https://www.ifood.com.ar/delivery/mar-del-plata-ba/che-picadas-general-pueyrredon","Che Picadas","1",,,"iFood","{""latitude"":""-38.017501"", ""longitude"":""-57.544607""}",GENERAL PUEYRREDON,"2","Picadas","ifood://restaurant/ad0bbe56-1213-4520-9a09-87d679f8e6d2","483017239","iFood Delivery e Entrega de Comida",,,,,,"ifood://restaurant/ad0bbe56-1213-4520-9a09-87d679f8e6d2","br.com.brainweb.ifood","iFood - Delivery de Comida",,,,"MAR DEL PLATA"
